#pid;sid;start;end;text;phase;phase_name;subjective_load;rebus_score
52;22;1121870;1129040;MARKÉTA VYŠLA ZE DVEŘÍ JEŠTĚ JEDNOU SE OTOČILA V OČÍCH SE JÍ ZAJISKŘILA SLZA ZABAVOVALA SVÝM SESTRÁM A VYRAZILA;R2_1;Rebus;7.0;0.75
52;23;1132370;1144320;OTEVŘEL NOVÝ DOKUMENT NA SVÉM NOTEBOOKU A NAHMATAL KLÁVESE VENKU PRŠELO BYLO CHLADNO PŘES OKNO VIDĚL SAMÝ I DNEŠNÍ K SAMI STUDENÝ OBLIČEJ;R2_2;Rebus;7.0;0.75
52;24;1149440;1158760;DÁRKY NEDOSTÁVÁ RÁDA VŽDY MĚLA POCIT ŽE KLÍČ K JEJÍMU SRDCI LEŽÍ JINDE NEŽ NA PULTECH OBCHODŮ;R2_3;Rebus;7.0;0.75
52;25;1161180;1164690;A SMRT VYRAZILA POSLEDNÍ JE OBCHODU A TŘETÍ NEVÍM;R2;RebusEvaluation;7.0;0.75
52;26;1185380;1200270;NA OBRÁZKU JE ŘEKA NA BŘEHU ŘEKY LEŽÍ S KMEN SPADLÉHO STROMU KOLEM ŘEKY JE MNOHO SPOUSTU KAMENŮ A NA BŘEHU JSOU POPADANÉ LISTÍ ZE STROMU KTERÝ JE NA BŘEHU ŘEKY;W3;Water;6.0;nan
52;27;1204370;1224020;NA OBRÁZKU JE ZŘÍCENINA HRADU KE KTERÉMU SE BLÍŽÍ NĚJAKÝ MUŽ A HRAD MÁ VELKOU KULATOU VĚŽ ŠIROKOU KULATOU VĚŽ A PŘED HRADEM STOJÍ ASI TŘI STROMY S HRADEM JSOU DVA A;W3;Water;6.0;nan
52;28;1226440;1241500;NA OBRÁZKU JE NĚJAKÁ HORA A U MEZI DVĚMA HORAMI STOJÍ MUŽ KTERÝ SVÍTÍ DO VZDUCHU S MODRÝM SVĚTLEM A NO;W3;Water;6.0;nan
52;29;1265630;1275290;MUŽ LEŽEL NA PLÁŽI A VŠECHNO HO BOLELO KOLEM MĚ JO LEŽELY ZBYTKY LETADLA A KUFRU CESTUJÍCÍCH VLNY VLNY TIŠE VLNA TIŠE ŠUMĚLO;R3_0;Rebus;8.0;0.6
52;30;1280030;1290351;LOĎ SE VYNOŘILA ÚPLNĚ ZAKYMÁCEL A SE NA ROZBOUŘENÝCH VLNÁCH DŘEVĚNÁ PALUBA ZASTÉNALA A LOĎ ZAČALA KLOUZAT KE BŘEHU;R3_1;Rebus;8.0;0.6
52;31;1296240;1307130;NA STOLE STÁLA VÁZA POD OKNEM LEŽEL VYŠÍVANÝ KOBEREC POSETÝ KVĚTINAMI OVOCEM A TAK S OBRAZEM LVA NA KAŽDÉM KONCI;R3_2;Rebus;8.0;0.6
52;32;1311440;1324710;POLICISTA KRÁČEL MĚSTEM A MLHA SE PŘEVALOVALA PO ULICÍCH JEHO NOHY V BOTÁCH S PODRÁŽKAMI TENKÝMI JAKO PAPÍR ČETLI DLÁŽDĚNÍ JAKO KNIHU;R3_3;Rebus;8.0;0.6
52;33;1329550;1337720;O CHVILKU POZDĚJI BYLO SLYŠET JAK SE DO STŘÍKALA VODA KDYŽ NA MĚLČINĚ VYHODILA KOTVU A ŽUCHL MOST PUŠTĚNÝ NA MOLO;R3_4;Rebus;8.0;0.6
52;34;1342290;1349990;A PRVNÍM BYLO MI SE ŠUMĚLO PAK A BŘEHŮ POSLEDNÍM MOLO;R3;RebusEvaluation;8.0;0.6
52;35;1374660;1392170;NA OBRÁZKU JE MĚSTO A PRAVDĚPODOBNĚ ZCELA NĚKDY I Z HISTORIE SPOUSTU BUDOV A KŮŇ KTERÝ TÁHNE KOČÁR NĚJÁKÝ POVOZ A NĚKOLIK LIDÍ A NO;W4;Water;8.0;nan
52;36;1394870;1411260;NA OBRÁZKU JE FOTKA Z NĚJAKÉ VYVÝŠENINY A FOTKA UKAZUJE NĚJAKÉ MALÉ MĚSTEČKO MOŽNÁ JSOU TAM MRAKY SPOUSTA STROMŮ CESTIČKY;W4;Water;8.0;nan
52;37;1415850;1431760;NA OBRÁZKU JE ŘEKA KTERÁ VEDE DO NĚJAKÉHO STAROBYLÉHO MĚSTA NA BŘEHY NA BŘEZÍCH ŘEKY JE SPOUSTU STROMŮ A JE PĚKNÉ POČASÍ;W4;Water;8.0;nan
52;38;1436160;1456570;OBRÁZEK SCÉNY KDE V POZADÍ JDE VIDĚT NĚJAKÉ JEZERO KOLEM JEZERA JSOU STROMY STROMY JSOU I V POPŘEDÍ FOTKY POPŘEDÍ FOTKY VZTAH JE NACHÁZÍ PÁR DOMŮ A NA OBRÁZKU JSOU HORY A MEZI HORAMI JE HUSTÁ MLHA;W4;Water;8.0;nan
52;39;1458610;1465980;A O NA OBRÁZKU SE NACHÁZÍ POUZE HORY V POZADÍ SOUBORY VE V POPŘEDÍ SOUHRY VAŠE;W4;Water;8.0;nan
52;40;1491370;1501510;KNÍŽE VLASTNIL OBROVSKÝ HRAD JEHO GALERIE BYLA PROSLULÁ SVÝMI OBRAZY JEHO ZAHRADY SOCHY A OZDOBNÝMI FONTÁNY S LEKNÍNY;R4_0;Rebus;9.0;0.29
52;41;1506350;1517200;DÉŠŤ ZAVOLAL OKRUH POD HOROU HORY MOHUTNÝMI ŘEKAMI VODY JEZDCI FORMULE STÁLI NA STARTU A ČEKALI NA POKYN STARTÉRA;R4_1;Rebus;9.0;0.29
52;42;1521650;1539330;AŽ PŘEKROČÍ PRÁH DOMU NEBUDE JÍ RUŠIT ŽÁDNÁ PARAZITNÍM MYŠLENKA TÝKAJÍCÍ SE SVALŮ A TAXÍK JEDE ALE ONA SE NE K NÍ NEDÍVÁ NA VEN NA ULICI POUZE SE ZAMĚŘUJE NA ČÍSLA KTERÉ SE PRÁVĚ UKÁZALO NA TACHOMETRU;R4_2;Rebus;9.0;0.29
52;43;1547810;1559930;A RAKETA PROLETĚLA OKOLO PLANETY GRAVITAČNÍ ÚČINKY SLUNCE ODKLONILI JEJICH PŮVODNÍ DRÁHU ONI SE TEĎ ŘÍTILI PŘÍMO NA ZEMI A BUDÍK ZAZVONIL A PROBUDIL DÍTĚ Z NOČNÍ MŮRY;R4_3;Rebus;9.0;0.29
52;44;1564590;1576661;KOUZELNÍK RYCHLE SEBRAL SVŮJ KLOBOUK A DAL SE DO BĚHU JEHO NOHY VĚDĚLI CO DĚLAT JEHO O BĚH NABÍRAL RYCHLOST SE KTEROU BY SE ANI KŮŇ NEMOHL POMĚŘOVAT;R4_4;Rebus;9.0;0.29
52;45;1582290;1588740;A KOHOUT TŘIKRÁT ZAKOKRHAL SLUNCE MRAKY SE ROZESTOUPILY A V.;R4_5;Rebus;9.0;0.29
52;46;1590760;1596550;OSTROVĚ ZAČAL DALŠÍ NEDĚLE TRHOVCI V BYTĚ ZASTAVILI SVÉ STANY A ČEKEJ NA PRVNÍ RANNÍ ZÁKAZNÍKY;R4_5;Rebus;9.0;0.29
52;47;1600840;1613440;VZAL DO RUKY ŠTĚTEC A PODÍVAL SE NA NEBE NIC NEBYLO TAK JAKOBY TO BĚŽNÉ OKO VIDĚLO NA PLÁTNO NANÁŠEL BARVY KRÁTKÝMI TAHY DOKUD HVĚZDY NEZÁŘIL JAKO NIKDY PŘEDTÍM;R4_6;Rebus;9.0;0.29
52;48;1618000;1621550;HM TAM BYL LEKNÍNY ŘÍDILO;R4;RebusEvaluation;9.0;0.29
52;49;1624130;1633160;NO PRVNÍ BYL LEKNÍNY BO ŘÍDILO A TACHOMETRU A DAL UŽ VŮBEC AJ;R4;RebusEvaluation;9.0;0.29
52;50;1654610;1669670;NA OBRÁZKU JE PROSTŘEDÍ JDOU VIDĚT POLE ZAHRADY A LIDÉ KTEŘÍ JDOU PO CESTIČCE A NA OBRÁZKU JSOU TAKÉ DOMY NĚKOLIK STROMŮ A KOPCE;W5;Water;4.0;nan
52;51;1673700;1691530;A NA OBRÁZKU JE FOTKA NĚJAKÝCH DVOU ÚTESŮ MEZI KTERÝMI JE VODA A ZA ÚTESY PRAVDĚPODOBNĚ POKRAČUJE MOŘE NA NEBI JSOU MRAKY A V POPŘEDÍ OBRÁZKU JE PLÁŽ PÍSEK PÍSČITÁ PLÁŽ;W5;Water;4.0;nan
52;52;1694170;1711330;A NA OBRÁZKU JE MALBA NĚJAKÉHO PROSTŘEDÍ KDE V POZADÍ JDOU VIDĚT A DOMY NĚJAKÉ MĚSTO A PAK UPROSTŘED JE ŘEKA NA ŘECE JSOU LODĚ A V POPŘEDÍ FOTKY NEVIDĚT CHODNÍČEK;W5;Water;4.0;nan
52;53;2105140;2110100;JÓ DOBŘE CELKEM NEBO JAKO;Debriefing;Debriefing;nan;nan
52;54;2112220;2120490;JAKO KDYŽ JSEM PŘIŠEL TAK JSEM NEVĚDĚL CO ČEKAT OD EXPERIMENT ÚPLNĚ PŘESNĚ ALE JO JAKO V PRŮBĚHU UŽ TO BYLO V POHODĚ;Debriefing;Debriefing;nan;nan
52;55;2125520;2133790;L. JAKOBY BĚHEM PŘÍMO TOHO ÚKOLU MĚ TO ZAS TAK JAKO NERUŠILO ALE SPÍŠ POTOM JAK JSEM TO VYTÁHL TAK JAKO UŽ SE MI TAM NECHTĚLO DÁL MOC ZNOVA;Debriefing;Debriefing;nan;nan
52;56;2143230;2153300;JO SPÍŠ TY RÉBUSY PROTOŽE PO JAK TAM JEŠTĚ S TĚMA OBRÁZKAMA VLASTNĚ NO JSEM SE MUSEL JSEM SI NĚCO VLASTNĚ MÁM ŘÍCT TAK CELKEM TO VYRUŠILO NO CO JSEM SI PAMATOVAL;Debriefing;Debriefing;nan;nan
52;57;2157210;2161740;TA RUKA HM TA RUKA ANI NÉ PRÁVĚ;Debriefing;Debriefing;nan;nan
52;58;2167040;2175350;HM JO PRÁVĚ JAKO JÁ JSEM SE SPÍŠ SE JAK JSEM SE SOUSTŘEDIL NA TEN OBRÁZEK ŽE HO MÁM POPSAT TAK SEM TOLIK NEVNÍMAL TU RUKU PRÁVĚ;Debriefing;Debriefing;nan;nan
52;59;2188370;2196810;O DOJMY A ASI ASI KLADNÉ DOJMY BYLO TO FAJN JAKO URČITĚ ZAJÍMAVÝ;Debriefing;Debriefing;nan;nan
52;60;2209560;2233780;NO TEN STRES JAKO V TY AKTUÁLNÍ SITUACI KDY VLASTNĚ JE TAM JEŠTĚ VLASTNĚ VÍCE TĚCH VĚCÍ JAKO VÍCE TĚCH VLIVŮ JAKO JO AŤ UŽ PŘI TĚCH OBRÁZCÍCH TA VODA TEĎ VLASTNĚ JEŠTĚ DO TOHO TEN OBRÁZEK NEBO TY RÉBUSY KDY KDY JSEM TO TAKY MÍCHÁ HODNĚ JAKO PAMATOVAT SI JEŠTĚ ČÍST PAK KDYŽ UŽ JE TOHO HODNĚ TAK JE TO DOST TĚŽKÝ JO;Debriefing;Debriefing;nan;nan
52;61;2294760;2300600;M. ALE PŘIJDE MI TO ZAJÍMAVÝ JAKO URČITĚ ŽE TO JO;Debriefing;Debriefing;nan;nan
53;0;592480;608561;A NA OBRÁZKU JE NEJSPÍŠE ŠTĚTCEM MALOVANÁ RŮŽE NĚKOLIK RŮŽÍ V NĚJAKÉ SKLENICI NEJSPÍŠ S VODOU COŽ LEŽÍ NA NĚJAKÉM STOLE POZADÍ JE ZJEVNĚ NĚJAKÁ ZELENOŽLUTÁ STĚNA;W0;Water;2.0;nan
53;1;612050;644331;A DÍVÁME SE NA ŠIROKÝ PÁR NO NA VELKÝ PARK PO LEVÉ STRANĚ ROSTOU NĚJAKÉ STROMY V POZADÍ JSOU VIDĚT O JE VIDĚT NĚJAKÝ KOSTEL NEBE JE MODRÉ OBLAČNÉ PO PRAVÉ STRANĚ VY JE CHODNÍK TÁK A DÍVÁME SE NA HISTORICKÉ CENTRUM MĚSTA V POPŘEDÍ MÁME DVĚ RŮZNÉ BUDOVY A JE VIDĚT VELMI DETAILNÍ FASÁDA PO PRAVÉ STRANĚ JE VIDĚT I TROCHU NEBE;W0;Water;2.0;nan
53;2;653140;667710;CHŮVO ALCOCKA VE SVÉ NĚJAKÝ KUS UMĚNÍ ZJEVÍME NĚJAKÉ KAMENY V A KAMERY MAJÍ RŮZNÉ BARVY JSOU VELMI SYTÉ VĚC ŽLUTÁ ORANŽOVÁ FIALOVÁ V KAMENECH JSOU MÍRNÉ BUBLINY;W0;Water;2.0;nan
53;3;688550;700240;NA PALOUKU SE PÁSLO JELEN KOLEM MĚ SE PROHNALA HEJNA BAŽANTŮ A KOROPTVÍ I DÉLKU KAZIL JEN MYSLIVEC ČÍHAJÍCÍ NA POSEDU;R0_0;Rebus;3.0;0.5
53;4;703890;715730;PŘES MOST SE ŘÍDIL AUTO ZA NÍM SEHNALI DVĚ POLICEJNÍ AUTA A VE VZDUCHU NAD NÍM VISEL VRTULNÍK PNEUMATIKY HLASITĚ KVÍLELY;R0_1;Rebus;3.0;0.5
53;5;764770;785220;HM HM NA OBRÁZKU JSOU NĚJAKÉ ROZLOŽENÉ KNIHY S ČERVENÝM HŘBETEM JDE O NĚJAKÉ STARŠÍ KNIHY NĚKTERÉ JSOU VODOROVNĚ NĚKTERÉ JSOU NA STOJÁKA JAKOBY TEXT JE BUĎTO VODOROVNĚ NEBO NA STOJÁKA A DOLE JE VIDĚT JEDNA KNIHA KTERÁ JE ZELENÁ;W1;Water;3.0;nan
53;6;788310;801750;A DÍVÁME SE NA TEN DÝL S PŘES POTOK JE PŘEKLOPENÝ STROM A PO LEVÉ STRANĚ JE VIDĚT NĚJAKÁ STRAŇ A KDYŽ SE DÍVÁME HODNĚ DOZADU TAK JE VIDĚT POHLED NA ZJEVNĚ NĚJAKÉ MOŘE;W1;Water;3.0;nan
53;7;808600;824550;A DÍVÁME SE NA MOŘE JSOU ZDE NĚJAKÉ BITEVNÍ PLACHETNICE PLATO LOĎ S PLACHTAMI A JE TO POHLED DO DÁLKY VYPADÁ TO ŽE TAM JE VZADU NĚJAKÝ BŘEH KDE JE NĚJAKÉ MĚSTO A VELKOU ČÁST OBRÁZKŮ ZABÍRAT TAKÉ LEHCE OBLAČNÁ OBLOHA;W1;Water;3.0;nan
53;8;828770;842410;A JDE O ZJEVNĚ UMĚLECKOU FOTOGRAFII HORNÍ DVĚ TŘETINY OBRAZŮ JE MODRÉ ČISTÉ NEBE MOŽNÁ DO AZUROVA SPODNÍ ČÁST OBRAZU JSOU PALMY A;W1;Water;3.0;nan
53;9;845260;859630;DÍVÁME SE NA NĚJAKÝ VESNICKÝ OBRAZ ZHRUBA SPODNÍ POLOVINU TVOŘÍ LOUKY MEZI LOUKAMI JSOU VIDĚT VĚTROLAMY V PODOBĚ STROMŮ A MEZI STROMY VYČNÍVÁ MALÁ CHALOUPKA A VYPADÁ TO ŽE PO LEVÉ STRANĚ ZAČÍNÁ BOUŘKA;W1;Water;3.0;nan
53;10;882440;892420;KRÁL VYSLECHL OBĚ STRANY A KOUKAL DO PAPÍRŮ A DOŠEL K NÁZORU ŽE PŘÍČINOU VŠEHO JE NEDOBRÁ VŮLE PÝCHA MALICHERNOST;R1_0;Rebus;4.0;0.67
53;11;895940;901500;ZIMA JE KRUTÁ A NEODPOUŠTÍ KDYŽ PADÁ SNÍH A VANOU BÍLÉ;R1_1;Rebus;4.0;0.67
53;12;912030;922260;ELVIS VYKŘIKL VELIKÝM HLASEM A VYSTŘELIL VYSOKO DO VZDUCHU ŠÍP TEN ZMIZEL V BLESKU OHNĚ JEHO ARMÁDA UVIDĚL SIGNÁL A VRHLA SE DO ÚTOKU;R1_2;Rebus;4.0;0.67
53;13;925480;930550;MALICHERNOST ZASE SI DRUHY NEPAMATUJU A TŘETÍ BYLO ÚTOKU;R1;RebusEvaluation;4.0;0.67
53;14;937190;941140;ŘEKL BYCH ŽE PRO MĚ ŠTVERY K;R1;RebusEvaluation;4.0;0.67
53;15;951280;986620;A DÍVÁME SE NA POHLED NA NEWYORK CITY PŘI ZÁPADU SLUNCE VPŘEDU JE VIDĚT MANHATTAN BRIDGE A JE TO FOCENÉ Z MOSTU VEDLE DÍVÁME SE SKRZ DÍRU V PLOTĚ A MĚSTO MÁME PO PRAVÉ STRANĚ OBRÁZKU PO LEVÉ STRANĚ JE VĚC TÝKAJÍCÍ ŘEKA A OPĚT JE O NĚJAKÝ VENKOVSKÝ OBRAZ NEJSPÍŠE HISTORICKÝ V POPŘEDÍ TO VYPADÁ ŽE STOJÍME NA NĚJAKÉM ÚTESU A KOUKÁME SE PŘES MOŘE NA ZÁPAD SLUNCE PO PRAVÉ STRANĚ VIDĚT ZBYTEK NĚJAKÝCH HRADEB V POPŘEDÍ JE NENÁPADNĚ VIDĚT I ZAJÍC;W2;Water;2.0;nan
53;16;991320;1008610;A JDE O PORTRÉT DÍVÁME SE NA NĚJAKOU DÍVKU A DODNES ZDE ZIMĚ UMĚLECKOU FOTOGRAFII PROTOŽE POZADÍ JE ČERVENÉ PO PRAVÉ STRANĚ PO LEVÉ STRANĚ JE TMAVÉ NEJSPÍŠE TO POTOM DOVEDLA NĚJAKÉHO DOMŮ;W2;Water;2.0;nan
53;17;1035530;1045191;CESTU MU ZASTOUPIL OBROVSKÝ DRAK KRÁL NEVÁHAL TASIL MEČ A PUSTIL SE S NESTVŮROU DO BOJE NA ŽIVOT A NA SMRT;R2_0;Rebus;5.0;0.5
53;18;1047530;1054640;MARKÉTA VYŠLA ZE DVEŘÍ JEŠTĚ JEDNOHO SE OTOČILA V OČÍCH SE JÍ ZAJISKŘILO SLZA ZAMÁVALA SVÝM SESTRÁM A VYRAZILA;R2_1;Rebus;5.0;0.5
53;19;1056480;1066290;OTEVŘEL NOVÝ DOKUMENT NA SVÉM NOTEBOOKU A NAHMATAL KLÁVESY VENKU PRŠELO BYLO CHLADNO PŘES OKNO VIDĚL SAMÝ O SE MI DEŠTNÍK JSEM JÍ STUDENÝ OBLIČEJ;R2_2;Rebus;5.0;0.5
53;20;1070350;1078660;DÁRKY NEDOSTÁVÁ RÁDA VŽDY MĚLA POCIT ŽE KLÍČ K JEJÍMU SRDCI LEŽÍ JINDE NEŽ NA PULTECH;R2_3;Rebus;5.0;0.5
53;21;1081360;1087160;A SMRAD PROSTŘEDÍ TO ASI NEPAMATUJU A OBCHODŮ;R2;RebusEvaluation;5.0;0.5
53;22;1092980;1097240;MHM V PĚT KÁMO STRAŠNĚ ŠPATNOU KRÁTKODOBOU PAMĚŤ A JE TO POZNAT;R2;RebusEvaluation;5.0;0.5
53;23;1104410;1142930;HM TÁK DÍVÁME SE DÁ NĚJAKOU UMĚLECKOU FOTOGRAFII JE PODZIM VPŘEDU VIDÍME NĚJÁKÝ SPADENÝ ZJEV JE USEKNUTÝ STROM KTERÝ SE KOUPE V ŘECE A PO LEVÉ STRANĚ VIDÍME BŘEH PO PRAVÉ STRANĚ VIDÍME PRÁVĚ TU ŘEKU V JAKÝCH KAMENECH JAK JAK MI LIDÍ TAK A TEĎ SE DÍVÁME NA OPĚT NEJSPÍŠE HISTORICKOU MALBU V O DÍVÁME SE NA NĚJAKOU NEJSPÍŠE VYSCHLOU LOUKU PO KTERÉ JDE NĚJAKÝ ČLOVĚK A HLAVNÍM MOTIVEM UPROSTŘED OBRÁZKU JE NĚJAKÁ ZŘÍCENINA;W3;Water;2.0;nan
53;24;1145740;1163820;A TEĎKA SE DÍVÁME NA ZIMNÍ OBRAZ FOCENÝ ZJEVNĚ NĚKDE NA SEVERU A MOTIVEM OBRAZU JE ČLOVĚK KTERÝ SVÍTÍ S BATERKOU O OHRANIČENÝ JE SKALAMI A JE DOKONCE VIDĚT HVĚZDY NA NEBI JE TO ZJEVNĚ DLOUHO ČASU A FOTOGRAFIE A EŠTĚ JO;W3;Water;2.0;nan
53;25;1183240;1192570;MUŽ LEŽEL NA PLÁŽI JE VŠECHNO HO BOLELO KOLEM MĚJ LEŽELY ZBYTKY LETADEL A KUFRU CESTUJÍCÍCH MOŘE TIŠE ŠUMĚLO;R3_0;Rebus;5.0;0.4
53;26;1195560;1203480;LOĎ SE VYNOŘILA ÚPLNĚ ZAKYMÁCEL A JSEM NA ROZBOUŘENÝCH VLNÁCH A DŘEVINA PALUBA ZASTÉNALA ALE ZAČAL KLOUZAT KE BŘEHU;R3_1;Rebus;5.0;0.4
53;27;1206960;1217280;NA STOLE STÁLA VÁZA POD OKNEM LEŽEL VYŠÍVANÝ KOBEREC POSETÝCH KVĚTINAMI OVOCEM A PTÁČKY S OBRAZEM LVA NA KAŽDÉM KONCI;R3_2;Rebus;5.0;0.4
53;28;1220570;1231100;POLICISTA KRÁČEL MĚ MĚSTEM MRCHY A SE PŘEVALOVAL PO ULICÍCH JEHO NOHY V BOTÁCH PODRÁŽKAMI TENKÝMI JAK PAPÍR ČET VYDLÁŽDĚNÍ JAKO KNIHU;R3_3;Rebus;5.0;0.4
53;29;1234470;1245330;O CHVILKU POZDĚJI BYLA SLYŠET JAK SE ROZTŘÍSKL A SKLENIC JEJICH SE ROZTŘÍSKAL VODA KDYŽ NA MĚLČINĚ VYHODILA KOTVA A ŽUCHL MOST SPUŠTĚNÝ NA NAMOHLA;R3_4;Rebus;5.0;0.4
53;30;1248490;1256480;POMOC SI UŽ JENOM POSLEDNÍ SLOVO A TO SICE MOHLO PŘEDPOSLEDNÍ MOŽNÁ BYLO KNIHU A TO JE TAK ZHRUBA VŠECHNO CO VÍM;R3;RebusEvaluation;5.0;0.4
53;31;1276090;1294010;TAK DÍVÁME SE NA NĚJAKÝ HISTORICKÝ SNÍMEK CENTRA MALÉHO MĚSTA A V POPŘEDÍ VIDÍME TRAKAŘ TAŽENÝ KONĚM PO PRAVÉ STRANĚ VIDÍME ALEJ STROMŮ A DRUHOU STRANU ULICE LEMUJÍ DOMY NO A NEBE JE ŠEDÉ NELZE URČIT JAKÉ POČASÍ;W4;Water;3.0;nan
53;32;1296140;1313850;A TEĎ SE DÍVÁME NA ŇÁKÝ ŇÁKÝ NA PROSTOR MEZI A HOLANDSKÝMI HORAMI NEJSPÍŠE JDE O PROSTĚ ZELENÝ PROSTOR KUS LESU KUS MALÁ VESNICE PO PRAVÉ HORNÍ STRANĚ JSOU VIDĚT OBLAKA TAKOVÝ IDEÁLNÍ MÍSTO NA DOVOLENOU;W4;Water;3.0;nan
53;33;1316500;1329190;TÁK A TEĎ SE DÍVÁME ZJEVNĚ NA NĚJÁKÝ FRANCOUZSKÝ ZÁMEK COŽ JE HLAVNÍ MOTIV PŘED NIMI ŇÁKÁ ŘEKA LEMOVANÁ BŘEHY NA OBOU DVOU STRANÁCH ŘEKY ROSTOU STROMY NA PRAVÉ STRANĚ MÉNĚ HUSTÝ;W4;Water;3.0;nan
53;34;1331560;1368050;A VRŠEK OBRAZŮ JE LEMOVANÝ LEHCE OBLAČNÝM NEBEM A PARDON A TEĎ SE DÍVÁME NA NĚJAKÉ PANORAMA NEJSPÍŠE ITALSKÉ PŘED UVIDÍME NĚJAKÉ DOMY PO STRANÁCH JSOU VIDĚT STROMY PROSTŘEDEK OBRAZU TVOŘÍ NĚJAKÁ ŘEKA A A TEĎ SE DÍVÁME NA HROMADU RŮZNÝCH SKÁLO MEZI NIMI SE VÁLÍM OBLAKA A NEVEDE JSME SCHOPNI URČIT ZA SEBE O VÍCE UMĚLECKOU FOTKU TÁK;W4;Water;3.0;nan
53;35;1390670;1398950;KNÍŽE VLASTNĚ OBROVSKÝ HRAD JEHO GALERIE BYLA PROSLULÁ SVÝMI OBRAZY JEHO ZAHRADY SOCHAMI A OZDOBNÝMI KAŠNAMI S LEKNÍNY;R4_0;Rebus;8.0;0.0
53;36;1401370;1415710;A DÉŠŤ SCHVALOVAL OKRUH POD HOROU MOHUTNÝMI VODY A JEZDCI FORMULÍ STÁLI NA STARTU A ČEKALI NA POKYN STARTÉRA;R4_1;Rebus;8.0;0.0
53;37;1418320;1438970;AŽ PŘEKROČÍ PRÁH DOMŮ NEBUDE JE RUŠIT ŽÁDNÁ PARAZITNÍ MYŠLENKA TÝKAJÍCÍ SE SÍLY TAXÍK JEDE A NEDÍVALA SE VEN NA ULICI FURT ZASE ZAMĚŘUJE NA ČÍSLO KTERÉ SE PRÁVĚ UH A UKAZOVAL NA CHATU TACHOMETRU;R4_2;Rebus;8.0;0.0
53;38;1441670;1454451;RAKETA PROLETĚLA OKOLO PLANETY JEJICH GRAVITAČNÍ ÚČINKY SLUNCE ODKLONILI PŮVODNÍ DRÁHU ONI SE TEĎ ŘÍDILI PŘÍMO NA ZEMI V BUDÍK ZAZVONIL A PROBUDIL MY SE S NÍM Z NOČNÍ MŮRY;R4_3;Rebus;8.0;0.0
53;39;1456750;1472320;KOUZELNÍK RYCHLE SE BRAL SVŮJ KLOBOUK A TA SE DO BĚHU JEHO NOHY VĚDĚLI CO DĚLAT AHOJ JEHO JEHO NABÍRAL RYCHLOST KTEROU BY SE ANI SE KTEROU BY SE ANI KVŮLI NEMOHL POMĚŘOVAT;R4_4;Rebus;8.0;0.0
53;40;1474590;1492221;KOHOUT TŘIKRÁT ZAKOKRHAL A SLUNCE SE SLUNCE A MRAKY SE ROZESTOUPILY A V JAPONSKU ZAČALA DALŠÍ NEDĚLE TRHOVCI V BYTĚ STAVĚLI SVÉ STANY A ČEKALI NA PRVNÍ RANNÍ ZÁKAZNÍKY;R4_5;Rebus;8.0;0.0
53;41;1494730;1509990;VZAL DO RUKY ŠTĚTEC A PODÍVAL SE NA NEBE NIC NEBYLO TAK JAKOBY TO BYLO TAK JAK BY TO BĚŽNÉ OKO SVÝ TĚLO NA PLÁTNO NANÁŠELA BARVY KRÁTKÝ TAHY DOKUD HVĚZDY NEZÁŘIL JAKO NIKDY PŘEDTÍM;R4_6;Rebus;8.0;0.0
53;42;1529520;1537630;JO A TOHLE SE UŽ BYLA TAK JAKO OSMIČKA PŘI MOJÍ PAMĚTI UZNÁVÁM ŽE ASI NEJSEM NÁRODNÍ NA REVERS JSTE NEJVHODNĚJŠÍ SUBJEKT;R4;RebusEvaluation;8.0;0.0
53;43;1539810;1560810;TÁK ANO A DÍVÁME SE NA VENKOVSKÝ MOTIV A DÍVÁME SE NA NĚJAKÉ POLÍČKO A ZA NIMI HLOUBKA OKOLO TÉ LOUKY PO LEVÉ STRANĚ JDE NĚJAKÝ ČLOVĚK V DVA LIDÉ JSOU TAM ZJEVNĚ ZJEVNĚ DE FARMÁŘ ZA FARMÁŘKOU;W5;Water;1.0;nan
53;44;1564560;1579740;TÁK TEĎKA SE DÍVÁME NA NĚJAKÉ ÚTESY OMÝVANÉ OMÝVANÝ MOŘEM JDE O KONKRÉTNÍ JAKO GREERA O FOTOGRAFII A ÚTESY RÁMUJÍ OBA DVA HORNÍ ROHY SPODNÍ ROHY JSOU RÁMOVÁNY NĚJAKOU PLÁŽÍ MEZI ÚTESY JE VIDĚT ZÁPAD SLUNCE;W5;Water;1.0;nan
53;45;1584750;1602750;A TEĎ SE DÍVÁME NA NĚJAKOU MALBU V POPŘEDÍ VIDÍME PARK A PARK MÁ OKRAJ LEMOVANÝ STROMY ZA TADY TÍMTO OKRAJEM LZE VIDĚT NĚJAKOU ŘEKU NA KTERÉ PLUJÍ RŮZNÉ LODĚ A JE TO KRESLENÉ ZHRUBA V DOBĚ ZÁPADU SLUNCE;W5;Water;1.0;nan
53;46;1940250;1946070;JO V POHODĚ AKORÁT JSEM SI POTVRDIL JEDNU VĚC KTEROU JSEM TAK NĚJAK TUŠIL ŽE MÁM HROZNĚ ŠPATNOU PAMĚŤ;Debriefing;Debriefing;nan;nan
