pid;sid;start;end;phase;phase_name;subjective_load;rebus_score
32;38;2159580;2254210;NASA-TLX;NASA-TLX;nan;nan
32;39;2259210;2668130;Debriefing;Debriefing;nan;nan
33;0;0;213810;Instructions;Instructions;nan;nan
33;1;218810;348780;PSS14;PSS14;nan;nan
33;2;353780;548320;Relax-0;Relax;nan;nan
33;3;553320;659560;STAI-Y2-0;STAI-Y2;nan;nan
33;4;664560;755150;W0;Water;5.0;nan
33;5;761680;773930;R0_0;Rebus;4.0;0.5
33;6;776860;789430;R0_1;Rebus;4.0;0.5
33;7;790330;819670;R0;RebusEvaluation;4.0;0.5
33;8;843250;945670;W1;Water;7.0;nan
33;9;983040;994160;R1_0;Rebus;5.0;0.67
33;10;996860;1007171;R1_1;Rebus;5.0;0.67
33;11;1010590;1021750;R1_2;Rebus;5.0;0.67
33;12;1022671;1055000;R1;RebusEvaluation;5.0;0.67
33;13;1057830;1134670;W2;Water;4.0;nan
33;14;1164340;1174160;R2_0;Rebus;5.0;0.5
33;15;1176470;1183610;R2_1;Rebus;5.0;0.5
33;16;1186040;1195820;R2_2;Rebus;5.0;0.5
33;17;1199910;1208590;R2_3;Rebus;5.0;0.5
33;18;1209670;1251000;R2;RebusEvaluation;5.0;0.5
33;19;1252970;1321670;W3;Water;3.0;nan
33;20;1353230;1362710;R3_0;Rebus;7.0;0.4
33;21;1365800;1375060;R3_1;Rebus;7.0;0.4
33;22;1377980;1387800;R3_2;Rebus;7.0;0.4
33;23;1390960;1402690;R3_3;Rebus;7.0;0.4
33;24;1406290;1415590;R3_4;Rebus;7.0;0.4
33;25;1416670;1446330;R3;RebusEvaluation;7.0;0.4
33;26;1448540;1547000;W4;Water;5.0;nan
33;27;1581150;1591000;R4_0;Rebus;7.0;0.14
33;28;1593120;1607330;R4_1;Rebus;7.0;0.14
33;29;1610580;1628330;R4_2;Rebus;7.0;0.14
33;30;1630160;1644000;R4_3;Rebus;7.0;0.14
33;31;1645400;1662670;R4_4;Rebus;7.0;0.14
33;32;1663830;1679330;R4_5;Rebus;7.0;0.14
33;33;1681520;1696000;R4_6;Rebus;7.0;0.14
33;34;1698330;1742330;R4;RebusEvaluation;7.0;0.14
33;35;1744450;1817000;W5;Water;4.0;nan
33;36;1862710;1926280;STAI-Y2-1;STAI-Y2;nan;nan
33;37;1931280;2140340;Relax-1;Relax;nan;nan
33;38;2145340;2208550;NASA-TLX;NASA-TLX;nan;nan
33;39;2213550;2567330;Debriefing;Debriefing;nan;nan
34;0;0;152460;Instructions;Instructions;nan;nan
34;1;157460;252590;PSS14;PSS14;nan;nan
34;2;257590;442710;Relax-0;Relax;nan;nan
34;3;447710;539460;STAI-Y2-0;STAI-Y2;nan;nan
34;4;544460;636990;W0;Water;3.0;nan
34;5;643090;654630;R0_0;Rebus;4.0;1.0
34;6;657780;670530;R0_1;Rebus;4.0;1.0
34;7;670940;683940;R0;RebusEvaluation;4.0;1.0
34;8;686070;791610;W1;Water;4.0;nan
34;9;812110;822910;R1_0;Rebus;6.0;0.67
34;10;827600;837770;R1_1;Rebus;6.0;0.67
34;11;842050;854120;R1_2;Rebus;6.0;0.67
34;12;854940;869610;R1;RebusEvaluation;6.0;0.67
34;13;871530;934940;W2;Water;3.0;nan
34;14;953990;963290;R2_0;Rebus;5.0;0.75
34;15;967830;975210;R2_1;Rebus;5.0;0.75
34;16;984740;993380;R2_2;Rebus;5.0;0.75
34;17;999761;1008970;R2_3;Rebus;5.0;0.75
34;18;1009940;1021610;R2;RebusEvaluation;5.0;0.75
34;19;1022400;1090280;W3;Water;3.0;nan
34;20;1110180;1118910;R3_0;Rebus;6.0;0.6
34;21;1118910;1135400;R3_1;Rebus;6.0;0.6
34;22;1140480;1148650;R3_2;Rebus;6.0;0.6
34;23;1155250;1163500;R3_3;Rebus;6.0;0.6
34;24;1163770;1176680;R3_4;Rebus;6.0;0.6
34;25;1177610;1201610;R3;RebusEvaluation;6.0;0.6
34;26;1204770;1303940;W4;Water;2.0;nan
34;27;1323000;1331700;R4_0;Rebus;7.0;0.29
34;28;1336290;1348900;R4_1;Rebus;7.0;0.29
34;29;1352460;1372610;R4_2;Rebus;7.0;0.29
34;30;1376860;1388650;R4_3;Rebus;7.0;0.29
34;31;1391100;1403810;R4_4;Rebus;7.0;0.29
34;32;1408250;1421640;R4_5;Rebus;7.0;0.29
34;33;1426220;1440430;R4_6;Rebus;7.0;0.29
34;34;1440610;1453280;R4;RebusEvaluation;7.0;0.29
34;35;1453750;1520610;W5;Water;3.0;nan
34;36;1539770;1627650;STAI-Y2-1;STAI-Y2;nan;nan
34;37;1632650;1816680;Relax-1;Relax;nan;nan
34;38;1821680;1868560;NASA-TLX;NASA-TLX;nan;nan
34;39;1873560;2259280;Debriefing;Debriefing;nan;nan
35;0;0;184030;Instructions;Instructions;nan;nan
35;1;189030;338220;PSS14;PSS14;nan;nan
35;2;343220;529060;Relax-0;Relax;nan;nan
35;3;534060;661950;STAI-Y2-0;STAI-Y2;nan;nan
35;4;666950;763790;W0;Water;5.0;nan
35;5;770700;781750;R0_0;Rebus;4.0;1.0
35;6;787450;800080;R0_1;Rebus;4.0;1.0
35;7;800970;815970;R0;RebusEvaluation;4.0;1.0
35;8;820640;924300;W1;Water;7.0;nan
35;9;956620;969260;R1_0;Rebus;8.0;0.33
35;10;973090;983150;R1_1;Rebus;8.0;0.33
35;11;989210;1006510;R1_2;Rebus;8.0;0.33
35;12;1007641;1036970;R1;RebusEvaluation;8.0;0.33
35;13;1039840;1104970;W2;Water;6.0;nan
35;14;1127680;1137150;R2_0;Rebus;6.0;0.75
35;15;1140610;1149640;R2_1;Rebus;6.0;0.75
35;16;1152930;1165690;R2_2;Rebus;6.0;0.75
35;17;1170400;1179070;R2_3;Rebus;6.0;0.75
35;18;1179970;1209970;R2;RebusEvaluation;6.0;0.75
35;19;1212400;1276300;W3;Water;6.0;nan
35;20;1299620;1312590;R3_0;Rebus;8.0;0.2
35;21;1317720;1328960;R3_1;Rebus;8.0;0.2
35;22;1333690;1343620;R3_2;Rebus;8.0;0.2
35;23;1348290;1361210;R3_3;Rebus;8.0;0.2
35;24;1365320;1376830;R3_4;Rebus;8.0;0.2
35;25;1378300;1417640;R3;RebusEvaluation;8.0;0.2
35;26;1419290;1514640;W4;Water;8.0;nan
35;27;1537300;1550640;R4_0;Rebus;9.0;0.14
35;28;1552770;1570970;R4_1;Rebus;9.0;0.14
35;29;1573020;1594300;R4_2;Rebus;9.0;0.14
35;30;1595190;1612970;R4_3;Rebus;9.0;0.14
35;31;1615690;1632300;R4_4;Rebus;9.0;0.14
35;32;1634030;1655640;R4_5;Rebus;9.0;0.14
35;33;1657040;1673300;R4_6;Rebus;9.0;0.14
35;34;1674300;1733300;R4;RebusEvaluation;9.0;0.14
35;35;1736900;1800640;W5;Water;7.0;nan
35;36;1827490;1884170;STAI-Y2-1;STAI-Y2;nan;nan
35;37;1889170;2070650;Relax-1;Relax;nan;nan
35;38;2075650;2121080;NASA-TLX;NASA-TLX;nan;nan
35;39;2126080;2940640;Debriefing;Debriefing;nan;nan
36;0;0;212690;Instructions;Instructions;nan;nan
36;1;217690;371240;PSS14;PSS14;nan;nan
36;2;376240;591470;Relax-0;Relax;nan;nan
36;3;596470;675430;STAI-Y2-0;STAI-Y2;nan;nan
36;4;680430;766270;W0;Water;1.0;nan
36;5;773300;785240;R0_0;Rebus;1.0;1.0
36;6;788890;801150;R0_1;Rebus;1.0;1.0
36;7;801700;822370;R0;RebusEvaluation;1.0;1.0
36;8;842710;942700;W1;Water;4.0;nan
36;9;976490;987770;R1_0;Rebus;4.0;0.67
36;10;991660;1003710;R1_1;Rebus;4.0;0.67
36;11;1005970;1018280;R1_2;Rebus;4.0;0.67
36;12;1019700;1042370;R1;RebusEvaluation;4.0;0.67
36;13;1046650;1111370;W2;Water;2.0;nan
36;14;1145270;1155800;R2_0;Rebus;6.0;0.5
36;15;1158040;1165930;R2_1;Rebus;6.0;0.5
36;16;1168240;1177120;R2_2;Rebus;6.0;0.5
36;17;1180370;1189160;R2_3;Rebus;6.0;0.5
36;18;1190700;1216370;R2;RebusEvaluation;6.0;0.5
36;19;1218840;1284370;W3;Water;6.0;nan
36;20;1323340;1333810;R3_0;Rebus;7.0;0.4
36;21;1336600;1349920;R3_1;Rebus;7.0;0.4
36;22;1353440;1363430;R3_2;Rebus;7.0;0.4
36;23;1366120;1377610;R3_3;Rebus;7.0;0.4
36;24;1381260;1390140;R3_4;Rebus;7.0;0.4
36;25;1390370;1410370;R3;RebusEvaluation;7.0;0.4
36;26;1413210;1509040;W4;Water;3.0;nan
36;27;1548650;1558940;R4_0;Rebus;8.0;0.43
36;28;1560830;1571720;R4_1;Rebus;8.0;0.43
36;29;1573640;1593940;R4_2;Rebus;8.0;0.43
36;30;1596480;1608140;R4_3;Rebus;8.0;0.43
36;31;1609730;1624830;R4_4;Rebus;8.0;0.43
36;32;1626800;1640150;R4_5;Rebus;8.0;0.43
36;33;1641960;1657580;R4_6;Rebus;8.0;0.43
36;34;1658040;1692040;R4;RebusEvaluation;8.0;0.43
36;35;1694650;1758700;W5;Water;3.0;nan
36;36;1807170;1897220;STAI-Y2-1;STAI-Y2;nan;nan
36;37;1902220;2105840;Relax-1;Relax;nan;nan
36;38;2110840;2190740;NASA-TLX;NASA-TLX;nan;nan
36;39;2195740;2771040;Debriefing;Debriefing;nan;nan
37;0;0;174230;Instructions;Instructions;nan;nan
37;1;179230;317540;PSS14;PSS14;nan;nan
37;2;322540;509460;Relax-0;Relax;nan;nan
37;3;514460;640510;STAI-Y2-0;STAI-Y2;nan;nan
37;4;645510;738640;W0;Water;4.0;nan
37;5;745370;756780;R0_0;Rebus;5.0;0.5
37;6;762530;775520;R0_1;Rebus;5.0;0.5
37;7;776630;796630;R0;RebusEvaluation;5.0;0.5
37;8;815550;915300;W1;Water;3.0;nan
37;9;936050;946820;R1_0;Rebus;6.0;0.33
37;10;950720;960280;R1_1;Rebus;6.0;0.33
37;11;965140;976211;R1_2;Rebus;6.0;0.33
37;12;976630;993300;R1;RebusEvaluation;6.0;0.33
37;13;996210;1059630;W2;Water;3.0;nan
37;14;1077180;1086240;R2_0;Rebus;7.0;0.5
37;15;1087920;1094940;R2_1;Rebus;7.0;0.5
37;16;1096730;1105670;R2_2;Rebus;7.0;0.5
37;17;1107880;1118230;R2_3;Rebus;7.0;0.5
37;18;1119870;1137630;R2;RebusEvaluation;7.0;0.5
37;19;1139320;1204970;W3;Water;3.0;nan
37;20;1219460;1227290;R3_0;Rebus;8.0;0.2
37;21;1230820;1237720;R3_1;Rebus;8.0;0.2
37;22;1240660;1251130;R3_2;Rebus;8.0;0.2
37;23;1253550;1264500;R3_3;Rebus;8.0;0.2
37;24;1268220;1275990;R3_4;Rebus;8.0;0.2
37;25;1276630;1292630;R3;RebusEvaluation;8.0;0.2
37;26;1295970;1390300;W4;Water;4.0;nan
37;27;1405280;1415870;R4_0;Rebus;8.0;0.14
37;28;1417500;1428110;R4_1;Rebus;8.0;0.14
37;29;1430710;1449950;R4_2;Rebus;8.0;0.14
37;30;1453190;1464770;R4_3;Rebus;8.0;0.14
37;31;1466670;1480590;R4_4;Rebus;8.0;0.14
37;32;1483710;1496230;R4_5;Rebus;8.0;0.14
37;33;1499130;1513260;R4_6;Rebus;8.0;0.14
37;34;1514630;1540300;R4;RebusEvaluation;8.0;0.14
37;35;1540860;1605970;W5;Water;2.0;nan
37;36;1619950;1676990;STAI-Y2-1;STAI-Y2;nan;nan
37;37;1681990;1918260;Relax-1;Relax;nan;nan
37;38;1923260;1995540;NASA-TLX;NASA-TLX;nan;nan
37;39;2000540;2246970;Debriefing;Debriefing;nan;nan
40;0;0;198170;Instructions;Instructions;nan;nan
40;1;203170;357450;PSS14;PSS14;nan;nan
40;2;362450;560980;Relax-0;Relax;nan;nan
40;3;565980;679860;STAI-Y2-0;STAI-Y2;nan;nan
40;4;684860;781510;W0;Water;1.0;nan
40;5;788510;800560;R0_0;Rebus;2.0;1.0
40;6;802810;816400;R0_1;Rebus;2.0;1.0
40;7;816930;846600;R0;RebusEvaluation;2.0;1.0
40;8;872050;982930;W1;Water;3.0;nan
40;9;1013970;1026940;R1_0;Rebus;7.0;0.0
40;10;1028310;1038690;R1_1;Rebus;7.0;0.0
40;11;1041390;1054110;R1_2;Rebus;7.0;0.0
40;12;1055260;1087260;R1;RebusEvaluation;7.0;0.0
40;13;1088070;1157260;W2;Water;4.0;nan
40;14;1184630;1194290;R2_0;Rebus;7.0;0.25
40;15;1196580;1204980;R2_1;Rebus;7.0;0.25
40;16;1206460;1217680;R2_2;Rebus;7.0;0.25
40;17;1221090;1230360;R2_3;Rebus;7.0;0.25
40;18;1232260;1252600;R2;RebusEvaluation;7.0;0.25
40;19;1253770;1317600;W3;Water;3.0;nan
40;20;1338860;1349270;R3_0;Rebus;8.0;0.2
40;21;1352450;1365080;R3_1;Rebus;8.0;0.2
40;22;1368130;1379080;R3_2;Rebus;8.0;0.2
40;23;1384470;1404940;R3_3;Rebus;8.0;0.2
40;24;1408610;1422420;R3_4;Rebus;8.0;0.2
40;25;1424600;1446600;R3;RebusEvaluation;8.0;0.2
40;26;1447290;1543930;W4;Water;3.0;nan
40;27;1569120;1578990;R4_0;Rebus;7.0;0.14
40;28;1581060;1594870;R4_1;Rebus;7.0;0.14
40;29;1596710;1616520;R4_2;Rebus;7.0;0.14
40;30;1618630;1632880;R4_3;Rebus;7.0;0.14
40;31;1635140;1648190;R4_4;Rebus;7.0;0.14
40;32;1649940;1662800;R4_5;Rebus;7.0;0.14
40;33;1664660;1681330;R4_6;Rebus;7.0;0.14
40;34;1681930;1713260;R4;RebusEvaluation;7.0;0.14
40;35;1716070;1788930;W5;Water;4.0;nan
40;36;1807160;1902660;STAI-Y2-1;STAI-Y2;nan;nan
40;37;1907660;2096770;Relax-1;Relax;nan;nan
40;38;2101770;2171510;NASA-TLX;NASA-TLX;nan;nan
40;39;2176510;2450930;Debriefing;Debriefing;nan;nan
41;0;0;180070;Instructions;Instructions;nan;nan
41;1;185070;280570;PSS14;PSS14;nan;nan
41;2;285570;492091;Relax-0;Relax;nan;nan
41;3;497091;570370;STAI-Y2-0;STAI-Y2;nan;nan
41;4;575370;660070;W0;Water;4.0;nan
41;5;665100;679580;R0_0;Rebus;3.0;0.5
41;6;681970;694590;R0_1;Rebus;3.0;0.5
41;7;695670;716000;R0;RebusEvaluation;3.0;0.5
41;8;736200;844670;W1;Water;4.0;nan
41;9;872950;883990;R1_0;Rebus;4.0;0.67
41;10;886070;896480;R1_1;Rebus;4.0;0.67
41;11;899870;911660;R1_2;Rebus;4.0;0.67
41;12;912000;929000;R1;RebusEvaluation;4.0;0.67
41;13;931660;996670;W2;Water;3.0;nan
41;14;1012431;1022120;R2_0;Rebus;3.0;0.5
41;15;1023890;1031300;R2_1;Rebus;3.0;0.5
41;16;1033210;1043380;R2_2;Rebus;3.0;0.5
41;17;1046970;1055160;R2_3;Rebus;3.0;0.5
41;18;1056670;1072330;R2;RebusEvaluation;3.0;0.5
41;19;1074820;1138670;W3;Water;3.0;nan
41;20;1160910;1170030;R3_0;Rebus;5.0;0.2
41;21;1173000;1183270;R3_1;Rebus;5.0;0.2
41;22;1185070;1200310;R3_2;Rebus;5.0;0.2
41;23;1203260;1213640;R3_3;Rebus;5.0;0.2
41;24;1217830;1227940;R3_4;Rebus;5.0;0.2
41;25;1228330;1245000;R3;RebusEvaluation;5.0;0.2
41;26;1246290;1345330;W4;Water;3.0;nan
41;27;1362670;1377170;R4_0;Rebus;8.0;0.14
41;28;1379140;1392700;R4_1;Rebus;8.0;0.14
41;29;1395350;1414840;R4_2;Rebus;8.0;0.14
41;30;1417380;1430060;R4_3;Rebus;8.0;0.14
41;31;1432800;1444890;R4_4;Rebus;8.0;0.14
41;32;1447490;1462540;R4_5;Rebus;8.0;0.14
41;33;1465220;1479290;R4_6;Rebus;8.0;0.14
41;34;1480670;1500330;R4;RebusEvaluation;8.0;0.14
41;35;1503690;1567330;W5;Water;3.0;nan
41;36;1589510;1649820;STAI-Y2-1;STAI-Y2;nan;nan
41;37;1654820;1848280;Relax-1;Relax;nan;nan
41;38;1853280;1909590;NASA-TLX;NASA-TLX;nan;nan
41;39;1914590;2449000;Debriefing;Debriefing;nan;nan
43;0;0;158630;Instructions;Instructions;nan;nan
43;1;163630;277630;PSS14;PSS14;nan;nan
43;2;282630;437710;Relax-0;Relax;nan;nan
43;3;442710;561290;STAI-Y2-0;STAI-Y2;nan;nan
43;4;566290;656210;W0;Water;1.0;nan
43;5;662910;674290;R0_0;Rebus;2.0;0.5
43;6;677490;690210;R0_1;Rebus;2.0;0.5
43;7;691040;707710;R0;RebusEvaluation;2.0;0.5
43;8;710950;815710;W1;Water;3.0;nan
43;9;841020;851410;R1_0;Rebus;3.0;0.33
43;10;854770;864920;R1_1;Rebus;3.0;0.33
43;11;870900;881430;R1_2;Rebus;3.0;0.33
43;12;882040;902380;R1;RebusEvaluation;3.0;0.33
43;13;903690;969380;W2;Water;3.0;nan
43;14;995800;1004881;R2_0;Rebus;4.0;0.5
43;15;1008631;1018760;R2_1;Rebus;4.0;0.5
43;16;1021800;1031190;R2_2;Rebus;4.0;0.5
43;17;1035500;1044350;R2_3;Rebus;4.0;0.5
43;18;1045040;1067710;R2;RebusEvaluation;4.0;0.5
43;19;1069580;1133710;W3;Water;4.0;nan
43;20;1162400;1172500;R3_0;Rebus;5.0;0.2
43;21;1176850;1184380;R3_1;Rebus;5.0;0.2
43;22;1188570;1199270;R3_2;Rebus;5.0;0.2
43;23;1202720;1214640;R3_3;Rebus;5.0;0.2
43;24;1218880;1227800;R3_4;Rebus;5.0;0.2
43;25;1228710;1256040;R3;RebusEvaluation;5.0;0.2
43;26;1257770;1357040;W4;Water;5.0;nan
43;27;1383220;1395530;R4_0;Rebus;5.0;0.14
43;28;1401200;1416790;R4_1;Rebus;5.0;0.14
43;29;1420840;1439890;R4_2;Rebus;5.0;0.14
43;30;1443170;1458000;R4_3;Rebus;5.0;0.14
43;31;1460500;1474470;R4_4;Rebus;5.0;0.14
43;32;1478580;1493280;R4_5;Rebus;5.0;0.14
43;33;1496720;1509970;R4_6;Rebus;5.0;0.14
43;34;1512190;1542710;R4;RebusEvaluation;5.0;0.14
43;35;1542980;1607040;W5;Water;5.0;nan
43;36;1631560;1686790;STAI-Y2-1;STAI-Y2;nan;nan
43;37;1691790;1879810;Relax-1;Relax;nan;nan
43;38;1884810;1929510;NASA-TLX;NASA-TLX;nan;nan
43;39;1934510;2298040;Debriefing;Debriefing;nan;nan
44;0;0;207250;Instructions;Instructions;nan;nan
44;1;212250;343300;PSS14;PSS14;nan;nan
44;2;348300;523260;Relax-0;Relax;nan;nan
44;3;528260;628490;STAI-Y2-0;STAI-Y2;nan;nan
44;4;633490;732750;W0;Water;2.0;nan
44;5;739370;752320;R0_0;Rebus;3.0;0.5
44;6;756510;768210;R0_1;Rebus;3.0;0.5
44;7;770090;792080;R0;RebusEvaluation;3.0;0.5
44;8;795910;903410;W1;Water;4.0;nan
44;9;928730;942100;R1_0;Rebus;4.0;0.67
44;10;945490;957070;R1_1;Rebus;4.0;0.67
44;11;963890;978760;R1_2;Rebus;4.0;0.67
44;12;980100;996410;R1;RebusEvaluation;4.0;0.67
44;13;998220;1065080;W2;Water;3.0;nan
44;14;1080330;1089880;R2_0;Rebus;5.0;0.5
44;15;1094030;1105680;R2_1;Rebus;5.0;0.5
44;16;1109910;1125310;R2_2;Rebus;5.0;0.5
44;17;1132880;1140920;R2_3;Rebus;5.0;0.5
44;18;1141410;1163740;R2;RebusEvaluation;5.0;0.5
44;19;1164870;1229410;W3;Water;4.0;nan
44;20;1252780;1263160;R3_0;Rebus;7.0;0.2
44;21;1269800;1283670;R3_1;Rebus;7.0;0.2
44;22;1287520;1300360;R3_2;Rebus;7.0;0.2
44;23;1303990;1320960;R3_3;Rebus;7.0;0.2
44;24;1326010;1336810;R3_4;Rebus;7.0;0.2
44;25;1338410;1362080;R3;RebusEvaluation;7.0;0.2
44;26;1364890;1460080;W4;Water;6.0;nan
44;27;1485160;1497380;R4_0;Rebus;8.0;0.29
44;28;1502480;1516770;R4_1;Rebus;8.0;0.29
44;29;1519970;1541240;R4_2;Rebus;8.0;0.29
44;30;1541930;1562700;R4_3;Rebus;8.0;0.29
44;31;1566670;1583860;R4_4;Rebus;8.0;0.29
44;32;1589820;1610680;R4_5;Rebus;8.0;0.29
44;33;1615320;1632190;R4_6;Rebus;8.0;0.29
44;34;1633410;1660080;R4;RebusEvaluation;8.0;0.29
44;35;1662580;1729740;W5;Water;7.0;nan
44;36;1756740;1819220;STAI-Y2-1;STAI-Y2;nan;nan
44;37;1824220;2011150;Relax-1;Relax;nan;nan
44;38;2016150;2082980;NASA-TLX;NASA-TLX;nan;nan
44;39;2088980;2293740;Debriefing;Debriefing;nan;nan
45;0;0;178580;Instructions;Instructions;nan;nan
45;1;183580;305200;PSS14;PSS14;nan;nan
45;2;310200;486610;Relax-0;Relax;nan;nan
45;3;491610;618550;STAI-Y2-0;STAI-Y2;nan;nan
45;4;623550;726770;W0;Water;4.0;nan
45;5;734150;743060;R0_0;Rebus;5.0;0.5
45;6;746160;758160;R0_1;Rebus;5.0;0.5
45;7;761470;785810;R0;RebusEvaluation;5.0;0.5
45;8;797990;897810;W1;Water;5.0;nan
45;9;928180;942310;R1_0;Rebus;6.0;0.33
45;10;944970;958270;R1_1;Rebus;6.0;0.33
45;11;965090;983650;R1_2;Rebus;6.0;0.33
45;12;984140;1012140;R1;RebusEvaluation;6.0;0.33
45;13;1013250;1077470;W2;Water;3.0;nan
45;14;1099630;1109210;R2_0;Rebus;6.0;0.5
45;15;1113550;1123760;R2_1;Rebus;6.0;0.5
45;16;1126740;1142260;R2_2;Rebus;6.0;0.5
45;17;1145210;1155260;R2_3;Rebus;6.0;0.5
45;18;1155810;1187140;R2;RebusEvaluation;6.0;0.5
45;19;1189290;1254810;W3;Water;3.0;nan
45;20;1275440;1290020;R3_0;Rebus;8.0;0.2
45;21;1290500;1307580;R3_1;Rebus;8.0;0.2
45;22;1311240;1326940;R3_2;Rebus;8.0;0.2
45;23;1329360;1346860;R3_3;Rebus;8.0;0.2
45;24;1349710;1362160;R3_4;Rebus;8.0;0.2
45;25;1363140;1402810;R3;RebusEvaluation;8.0;0.2
45;26;1404430;1499470;W4;Water;4.0;nan
45;27;1532130;1545570;R4_0;Rebus;8.0;0.29
45;28;1548520;1568370;R4_1;Rebus;8.0;0.29
45;29;1571910;1595520;R4_2;Rebus;8.0;0.29
45;30;1598680;1615410;R4_3;Rebus;8.0;0.29
45;31;1617620;1634270;R4_4;Rebus;8.0;0.29
45;32;1637070;1653400;R4_5;Rebus;8.0;0.29
45;33;1655490;1672170;R4_6;Rebus;8.0;0.29
45;34;1672470;1712470;R4;RebusEvaluation;8.0;0.29
45;35;1714300;1778810;W5;Water;2.0;nan
45;36;1797370;1890690;STAI-Y2-1;STAI-Y2;nan;nan
45;37;1895690;2076450;Relax-1;Relax;nan;nan
45;38;2081450;2137400;NASA-TLX;NASA-TLX;nan;nan
45;39;2142940;2325470;Debriefing;Debriefing;nan;nan
46;0;0;176410;Instructions;Instructions;nan;nan
46;1;181410;300490;PSS14;PSS14;nan;nan
46;2;305490;486970;Relax-0;Relax;nan;nan
46;3;491970;578990;STAI-Y2-0;STAI-Y2;nan;nan
46;4;583990;672890;W0;Water;2.0;nan
46;5;678610;689260;R0_0;Rebus;1.0;1.0
46;6;694280;706250;R0_1;Rebus;1.0;1.0
46;7;707030;719360;R0;RebusEvaluation;1.0;1.0
46;8;736670;834030;W1;Water;3.0;nan
46;9;869480;880930;R1_0;Rebus;4.0;0.67
46;10;884040;893520;R1_1;Rebus;4.0;0.67
46;11;899670;911440;R1_2;Rebus;4.0;0.67
46;12;912030;925360;R1;RebusEvaluation;4.0;0.67
46;13;926750;992030;W2;Water;4.0;nan
46;14;1019820;1029680;R2_0;Rebus;4.0;0.5
46;15;1032360;1041630;R2_1;Rebus;4.0;0.5
46;16;1044130;1055400;R2_2;Rebus;4.0;0.5
46;17;1059430;1067820;R2_3;Rebus;4.0;0.5
46;18;1070700;1081360;R2;RebusEvaluation;4.0;0.5
46;19;1083110;1146360;W3;Water;5.0;nan
46;20;1177950;1189700;R3_0;Rebus;6.0;0.2
46;21;1191880;1205360;R3_1;Rebus;6.0;0.2
46;22;1208340;1220030;R3_2;Rebus;6.0;0.2
46;23;1221490;1235360;R3_3;Rebus;6.0;0.2
46;24;1237910;1247360;R3_4;Rebus;6.0;0.2
46;25;1248030;1260030;R3;RebusEvaluation;6.0;0.2
46;26;1261570;1356700;W4;Water;7.0;nan
46;27;1388960;1399250;R4_0;Rebus;8.0;0.14
46;28;1402940;1414920;R4_1;Rebus;8.0;0.14
46;29;1419700;1435970;R4_2;Rebus;8.0;0.14
46;30;1439830;1454090;R4_3;Rebus;8.0;0.14
46;31;1456930;1469870;R4_4;Rebus;8.0;0.14
46;32;1473540;1487460;R4_5;Rebus;8.0;0.14
46;33;1490620;1505580;R4_6;Rebus;8.0;0.14
46;34;1506030;1523700;R4;RebusEvaluation;8.0;0.14
46;35;1524150;1586700;W5;Water;8.0;nan
46;36;1626850;1687880;STAI-Y2-1;STAI-Y2;nan;nan
46;37;1692880;1879810;Relax-1;Relax;nan;nan
46;38;1884810;1941120;NASA-TLX;NASA-TLX;nan;nan
46;39;1946120;2242360;Debriefing;Debriefing;nan;nan
47;0;0;191280;Instructions;Instructions;nan;nan
47;1;196280;339310;PSS14;PSS14;nan;nan
47;2;344310;525070;Relax-0;Relax;nan;nan
47;3;530070;637910;STAI-Y2-0;STAI-Y2;nan;nan
47;4;642910;738380;W0;Water;1.0;nan
47;5;744720;757350;R0_0;Rebus;2.0;1.0
47;6;761320;773690;R0_1;Rebus;2.0;1.0
47;7;774360;788700;R0;RebusEvaluation;2.0;1.0
47;8;789860;891030;W1;Water;1.0;nan
47;9;925250;936440;R1_0;Rebus;4.0;1.0
47;10;943000;951940;R1_1;Rebus;4.0;1.0
47;11;957230;973000;R1_2;Rebus;4.0;1.0
47;12;974030;986360;R1;RebusEvaluation;4.0;1.0
47;13;986900;1051360;W2;Water;1.0;nan
47;14;1076750;1086750;R2_0;Rebus;5.0;0.75
47;15;1090200;1102230;R2_1;Rebus;5.0;0.75
47;16;1107300;1120580;R2_2;Rebus;5.0;0.75
47;17;1128240;1135500;R2_3;Rebus;5.0;0.75
47;18;1136030;1159700;R2;RebusEvaluation;5.0;0.75
47;19;1161090;1225360;W3;Water;1.0;nan
47;20;1251140;1261680;R3_0;Rebus;8.0;0.2
47;21;1266890;1278780;R3_1;Rebus;8.0;0.2
47;22;1289430;1300980;R3_2;Rebus;8.0;0.2
47;23;1307280;1323680;R3_3;Rebus;8.0;0.2
47;24;1330180;1343120;R3_4;Rebus;8.0;0.2
47;25;1343360;1357030;R3;RebusEvaluation;8.0;0.2
47;26;1358850;1455700;W4;Water;1.0;nan
47;27;1478740;1490020;R4_0;Rebus;8.0;0.29
47;28;1493430;1510420;R4_1;Rebus;8.0;0.29
47;29;1513600;1533900;R4_2;Rebus;8.0;0.29
47;30;1537590;1550670;R4_3;Rebus;8.0;0.29
47;31;1555580;1567640;R4_4;Rebus;8.0;0.29
47;32;1571510;1584830;R4_5;Rebus;8.0;0.29
47;33;1588850;1606480;R4_6;Rebus;8.0;0.29
47;34;1607700;1623030;R4;RebusEvaluation;8.0;0.29
47;35;1623780;1687030;W5;Water;1.0;nan
47;36;1711750;1790560;STAI-Y2-1;STAI-Y2;nan;nan
47;37;1795560;1979220;Relax-1;Relax;nan;nan
47;38;1984220;2040170;NASA-TLX;NASA-TLX;nan;nan
